2988,label,text,title,text_len,punc_count
3262,0,"Another Test match and the same result – the Indian spinners comprehensively bamboozled the South African batsmen on a rank turner. These five day Test matches are finishing faster than inter school tournaments and it’s a big worry. No South African batsmen barring ABD has looked like scoring runs versus India in this series. The ball has been turning square from day 1 and even Morne Morkel has had to rely on off-cutters, a la Venkatesh Prasad, rather than pace as he bowled with a different grip on day 2.

Unable to take it anymore, South African skipper Amla has requested Arvind Kejriwal to make a sporting pitch at Kotla, one that has a green tinge and doesn’t take too much turn. Arvind Kejriwal, who as we all know is a firm believer in tolerance and sportsmanship, has readily agreed to Amla’s request.

Responding to Amla’s SOS, Arvind Kejriwal said, ”Proud of you and the boys, Hashim. We welcome you to Feroz Shah Kotla. I promise you that we will be great hosts unlike BJP governments which have produced highly intolerant pitches. The AAP government, which is really your and every other underdog’s government, will turn Kotla into Cape Town by adding fresh green grass to the pitch. This pitch, in keeping with the principles of diversity and pluralism, will offer something to everyone: bounce and carry on day 1 so that the likes of Morne ji and Dale ji don’t feel like second class citizens, good batting strips on days 2 and 3, and perhaps some turn on the last two days. We have even availed ourselves the services of expert pitch maker, Mr. Sudhir Naik, who had made that wonderfully tolerant wicket in Wankhede where you guys had scored a mammoth 400+ runs.”

Kejriwal went on to lambast the Modi government for intolerance in pitch preparation. “It seems pitch preparation instructions came directly from RSS headquarters in addition to Ravi Shastri for the Nagpur pitch. Sab mile hue hain, ji. This intolerance by Modi government and RSS in Nagpur should be dealt with seriously. We at Delhi will provide a prime example of tolerance. Let’s be fair and square!” the Magsaysay Award winner turned Delhi CM opined.

Hashim Amla is delighted with this gesture by Kejriwal. But just a word of caution to Hashim- Kejriwal is known for making U turns. This means the Kotla pitch could end up being even more diabolical than the Jamtha one.",Hashim Amla requests Arvind Kejriwal to make a green top wicket in Delhi for the final Test,2360,1.906779661
3263,0,"The government finally admitted that something is seriously wrong with the economy after Rohit Shetty’s campy Chennai Express grossed over Rs.200 crores at the box office and raced past 3 idiots to become the biggest earner ever.

“WTF?” Dr. Manmohan Singh exclaimed after the latest box office figures were released and immediately tendered his resignation. “If such a lousy movie can become Bollywood’s biggest grosser, than it looks like we have indeed grossly mismanaged the economy,” Dr. Singh reportedly noted in his resignation letter. However, Rahul Gandhi managed to pacify Dr. Singh by pointing out that “mismanagement is a state of mind” and asked him to continue as the care-taker Prime Minister for a few more months. Union Minister Chidambaram tried to put up a brave front by saying that “there is no need to be alarmed over the movie’s success” before breaking down in tears and candidly admitting he has no clue anymore about what makes the economy tick.

The SRK starrer’s thumping success has already claimed another high profile casualty from the world of business: Microsoft CEO Steve Ballmer put in his papers a few days ago on the grounds that he is “no longer in sync with market trends and consumer tastes and it’s time to make way for a younger person”.

Even incoming RBI governor and economics star, Dr. Raghuram Rajan, was left dumbfounded over Chennai Express’ spectacular showing. “The movie’s resounding success once again shows how little we understand the functioning of the economy and highlights the flaws of assuming that human beings are by and large rational in our models. Or perhaps when people are reeling under a litany of bad news, such movies provide an outlet for frustration..whatever,” he shrugged, when pressed for an explanation.

Big B preferred to look at it philosophically and blogged: “Happy for SRK. Yesterday Abhishek wondered why Drona, which was in the same league, did not do as well. I said ‘no idea’ to which he reflexively said ‘get idea’. Ah well, the vagaries of fortune.”

Some leaders however have hailed the movie’s success as a good omen. “If SRK acting as Rahul coupled with aggressive publicity can induce people to watch Chennai Express, then Rahul acting as Rahul backed by aggressive promotion via Bharat Nirman ads can make people vote the UPA back to power,” noted Diggy. This prompted Sonia Gandhi to proclaim that now she’s 1000% sure UPA-III would form the next government.",Govt admits something seriously wrong with economy after Chennai Express grosses over Rs.200 crore,2452,1.712887439
3264,1,"After acting in films like Sonali Cable (2014) and south film Oopri (2016) South African import Gabriella Demetriades made an exit from movies. The model-turned-actress then turned to fashion designing after she launched her label here. Gabriella, who’s enjoying a family life with Arjun Rampal and son Arik feels that India is very accommodating as a country. She says, “India is a land of opportunities.” She says this, because she has had people following her from South Africa to India and making Mumbai their home. She says, “I have always felt a connection with India. I have made lovely group of friends here. There is a great expat community in Mumbai. My brother lives in Mumbai. He is working with a PR agency. Likewise, my best friend from South Africa came here too. She helps me in my work.” She further adds, “My mom also comes here, and she is the one who helped me set up my brand here. She is a designer herself and she has a lot of experience. She has now turned into a painter though.”",Gabriella Demetriades: India is a land of opportunities,1004,2.788844622
3265,1,"This story is from November 25, 2019

Shiv Sena leaders Aaditya Thackeray and Sanjay Raut meet Nationalist Congress Party leaders Supriya Sule.

Ajit Pawar

Download The Times of India News App for Latest Politics News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

PUNE: Members of the Pawar family on Sunday made an emotional appeal toto put family before power.“Power comes and goes... only relationships matter,” Supriya Sule said in a social media post, a day after Ajit unexpectedly pledged support to BJP and was sworn in as deputy CM. His move came hours after Shiv Sena , NCP and Congress cobbled together a government-formation plan. At least for a few hours, it upended all political calculations. Sule put out a post on social media, which read, “Who do you trust in life... never felt so cheated in my life... defended him, loved him... look what I get in return.”In a series of social media updates on Sunday, Sule said Saturday was one of the toughest days of her life, and vowed to come out stronger. “These are difficult times for us as a family, but at the same time there were many people who came out in our support; many who reached out to us in this difficult time. I am thankful to all of them,” she stated.A hopeful Sule told TOI that the party leadership was making efforts to reach out to her cousin. The Baramati MP also expressed admiration for her father, party chief Sharad Pawar. “He may win, he may lose, but Sharad Pawar is fighting this battle like a real Maratha warrior, against every odd (sic), be it Modi-Shah’s brute power, traitors within his family or his own age and health... haven’t heard of this level of determination,” she stated.“We are very confident that we would still serve the people of the state better... honesty and hard work never go to waste. That path is harder, but it sustains in the long term,” Sule said. In another post on social media, Rohit Pawar, Sharad’s grandnephew, urged Ajit to reconsider his decision.","In Maharashtra drama, Supriya Sule invokes Pawar of love",2006,3.190428714
3266,0,"In an unusual move, the Congress has applied for a new election symbol in a bid to revive its electoral fortunes. Each finger in the ‘Congress ka haath’ would be adorned with gemstone rings to bring good luck to India’s grand old party. The Congress party has not yet unveiled the new symbol, but reporters have been directed to the latest PP jeweler’s brochure for more information. Many Congress leaders are hailing it as a game changer, even more significant than the Direct Benefit Transfer (DBT) program, with Jairam Ramesh coining a new election slogan: “aapka mani, aapke haath”.

“In addition to bringing us good luck, this will showcase our Hindu roots even though Congress is a secular party which does not support any particular religion. By doing this we would like to tell BJP that they are not the lone custodian of the Hindu vote bank,” revealed an elated Digvijay singh, as he proudly displayed his personal collection of gems on his finger.

Sources say the trigger for change of symbol was Congress spokesperson, Smt. Sonia Gandhi herself, who had told Congress leaders that “they should leave no stone un-turned in the run up to the 2014 general elections” upon which Diggy hit upon this gem of an idea.

However, some sources reveal that this decision was taken after a lot of consultation with astrologers. World renowned BABA (again self proclaimed) Swami Mithyanand disclosed, “Shri Shri Shri (108) Sonia ji, came here to me to bless Rahul baba and bring him good luck. I suggested some gemstones for Rahulji’s fingers. But it seems they have gone too far with the advice.”

Old timers said sporting birthstones would be their way of paying tribute to Jawahar Lal Nehru and bolstering his legacy. “With only one scheme named after Panditji, JNNURM, very few of the current lot even know who he is,” exclaimed 105 year Congress leader from AP, Janakiram Velapuri. Kapil Sibal said it would be tacit homage to his dad, the late Hira Lal Sibal.

However, this move has ruffled feathers in the saffron camp. “The decision by the Congress is unethical and un-lawful. Hindutva and all its related streams like Yoga and astrology are copyrighted ’election USP’ of the BJP and RSS. We would be challenging their symbol in the Supreme Court as it is a breach of patent law. The Election Commission should ban this symbol as soon as possible,” said a miffed BJP President, Rajnath Singh. IIPM chairman, Arindham Chaudhuri, has also objected to the Congress co-opting the diamond, birthstone for April, saying only IIPM alumni are diamonds, while LK Advani thundered that Congress has no right to use Ruby (Lal in Persian), which is synonymous with his legacy.

Arvind Kejriwal who was spotted yesterday with his scam sniffing dogs sensed a new scam even in this move. He said, “The rings have been used here to purposely promote the jewelry industry which is going through a rough patch. I have proof of senior Congress leaders accepting bribes from some Indian and Italian jewelry business houses.” But when our reporters asked some senior Italian ministers, they simply said that such strong promotion would help the industry and that there is no harm in paying bribe for such a work as it only facilitates things.

It would be really interesting to see if these rings would change the fortunes of the Congress (if not the Indian polity) in the 2014 elections.",Congress symbol ‘Palm’ to be adorned with astrological gemstone rings to revive fortunes,3375,2.044444444
3267,0,"The Central government under the able leadership of Shri Narendra Modi has finally allotted holidays for ‘Political vendetta’ to the already overloaded holiday calendar of India. It should be remembered that this is an event that is observed only by the privileged political class.

“India is a vast land with a diverse population. We believe in Sarva Dharma Samabhava – we respect all. Some people wanted to celebrate rising intolerance in October and we allowed them to go the whole hog. Then there has been some clamour about Political Vendetta. Himachal Pradesh CM Virbhadra Singh started small, and then the Gandhis followed it up after receiving the court summons for the National Herald case. Now Arvind Kejriwal has called for the same after the CBI raid on his principal secretary Rajender Kumar. We have to accommodate all these people in our inclusive style of governance. And so, instead of suspending MPs like we did last time, Parliament was adjourned to allow these people to pursue their ideological interests,” said Mr. Modi.

When asked what is practiced by those who swear by Political Vendetta, Parliamentary Affairs minister Venkaiah Naidu said that he wasn’t too sure.

“The little that we have gathered is that it is celebrated in the temple of democracy by assembling in the well of the House. This is followed by the chanting of ‘Tanashahi nahi chalegi, Hitlergiri nahi chalegi’. Individual believers can also chant the Modi Badnaama such as ‘Modi is a coward, Modi is a psychopath’ in the comfort of their homes and offices”, he added.

Congress spokesperson Anand Sharma, however, disagreed with the Union minister.

“As usual, the government is misleading the people. We believe that those who should be in power are not and those who are in power should not even exist. This is the same esoteric philosophy behind the statement that those who were not present when the constitution was made, now want to act as keepers of the constitution. As you know, these profound statements have been made by our beloved leader Smt. Sonia Gandhi. It is difficult for the common man to understand… all this #LetParliamentWork nonsense is because they have been given the wrong impression that we don’t work and do not allow others to work. Once they realize that Political Vendetta is the true and only path to the highest office, they will join us in our abstinence from work”, he said.

Asked about when Political Vendetta should be practiced, Mr. Sharma said that there were complicated calculations in the dates. “Choose a time before an election or when the parliament is in session. Till now, leaders have successfully used the dates of a case summons or a CBI raid to fix the time and place for claiming Political Vendetta”, he replied.

Union Home Minister Rajnath Singh has asked opposition parties including the Congress, AAP, TMC, CPI(M) and others to intimate the Home Ministry about any other belief groups that may have been missed in the last census and thereby denied a holiday.

“We need to know by the end of this month so that the correct list of working days for the calendar year 2016 can be released by the Central government. We also need to space Parliamentary sessions so that some work gets done”, he added.",‘Political Vendetta’ believers granted holidays to practice their faith,3249,1.692828563
3268,0,"Irked by the unseemly (in his eyes) controversy over the granting of visa by Indian authorities to come to New Delhi on January 6th for the final India-Pakistan ODI, former Pakistan cricketer, Javed Miandad, has cancelled his visit since he felt like an ‘unwanted guest’.

The Pakistani batting legend will instead be making an ‘unofficial’ sojourn from Karachi to Mumbai via boat. As per the plan, he’ll be dropped off near Gateway of India in the middle of the night and then stroll over to the nearby Taj Hotel to refresh after which he will do pretty much whatever he fancies.

“Initially, I was miffed about being an unwanted guest and wanted to call off the whole thing, but the Pakistani authorities said there they had lot of experience in pushing unwanted guests into India. They suggested that I trek across the line of control into Kashmir and then hitch-hike a ride out of the Valley through the Banihal tunnel to arrive in New Delhi,” recalled Miandad, “but somehow that seemed too arduous and circuitous. That’s when my sambandhi, Dawood bhai, suggested that I hop on to the ferry service he operates from Karachi to Mumbai which would take me to Mumbai in 3 hours flat. And the best part is there are no disembarkation formalities or travel restrictions. Now how cool is that, uh? Dawood bhai rocks.”

Dawood Ibrahim confirmed as much. “Courtesy D-Company, Javed mian can look forward to a very hospitable and comfortable stay in India. I also wanted to make an Indian passport, ration card and voter-id card for him but Javed mian would have none of that because unlike me he doesn’t believe in dual citizenship.”

Miandad has a packed schedule ahead. After inaugurating a D-Company office in a seedy crime infested Mumbai locality, he will fly to Delhi to watch the 3rd ODI with Indian Cabinet Ministers followed by high tea with the Indian Prime Minister after which he will slip into Nepal and take a flight back to Lahore.

Asked whether he was nervous about making an ‘unofficial trip’, Javed laughed it off. “Haha, not really. The only person I’ve been warned to stay clear of is Arnab Goswami. I look forward to sledging the Indian PM though when I call on him. Bahut pakata hai,” he told The Unreal Times.","Miffed by visa row, Miandad cancels official visit, will directly go to Mumbai from Karachi by boat",2229,1.929116196
3269,1,I love when the weekend is lit and chill at the same time. Thank you @NPoonawalla @adarpoonawalla for being the bes… https://t.co/FP517lV3xU,Priyanka Chopra and Nick Jonas have a 'lit and chill' weekend with family- view photo,140,5.714285714
3270,1,"Exclusive! Eating healthy, working out in my balcony, reading books is my way of coping with the lock down, says Babbal Rai on self quarantine","Yami Gautam gets ""caught in candid"" and we can't stop gushing over her million-dollar smile in the picture",142,2.816901408
3271,1,"analysis

Updated: Sep 04, 2019 19:02 IST

The midday meal controversy in Uttar Pradesh where a journalist alleged that children were being given substandard meals, and its fall out, whatever the merits or demerits of the case, is one in a long list of controversies which have plagued the scheme since it was universalised in 2001. Tamil Nadu was the one state which had the foresight to have started the scheme earlier with positive results for enrolment and retention in schools.

Some years ago, I visited a midday meal kitchen run by the NGO Naandi Foundation in Hyderabad, one of many it ran at that time. The food was steamed cooked in large steel vats, eliminating the need for oil; small additions like fresh soy milk and pickles were included to the menu after the NGO found that the children liked the taste of these. Most of all, the scheme was flexible enough to allow the children to take home bits of leftover food for their younger siblings. Local women were engaged to prepare the raw material for the meals and clean the kitchens. The NGO ensured that the meals were not monotonous, and incorporated different vegetables and dals every day. On the odd occasions, a dessert would be added to the meal. The retention rate in schools which availed of the scheme was spectacular.

The midday meal is perhaps the single biggest achievement in the school system in India. Apart from increasing enrolment and retention, it has brought down hunger, and promoted health and cognitive abilities in children. There is simply nothing that anyone can find that is wrong with it, if you leave out the politics.

But as with all good schemes, several extraneous considerations come into play. In some states, ostensibly due to religious reasons, eggs were done away with, although this is a vital nutritional addition to the midday meal scheme. Several experts believe that the addition of milk and eggs in the meal is invaluable in a country where many children suffer from stunting as a result of poor nutrition in childhood. But the arguments against eggs and milk have included these food items being difficult to transport — in the case of eggs, it being easily breakable, and in the case of milk, it being prone to spoiling and contamination. It is passing strange that state governments which run the schemes are unwilling to take the responsibility of preventing such spoiling, breakage and contamination. The other foolish argument is that serving eggs would make vegetarian children uncomfortable.

Also read: Salt-roti midday meal: Yogi government to examine FIR against journalist

The answer should be simple: they should be given an alternative, but surely no one has a right to object to a food item that some children may wish to eat. A popular NGO which serves midday meals across the country refuses to serve food which includes onions and garlic on religious grounds. It also refuses to include eggs on the menu. But, surely the primary concern must be that the meal served should be tasty and nutritious for the child and not the religious beliefs of the provider. It is here that the state governments should step in and insist that the providers should keep their beliefs aside, and do what is best for the child.

Also read: 260 self-help groups barred from supplying midday meal in Mumbai municipal schools

Other counterproductive tinkering with the system is the proposal to provide the child with uncooked grains and lentils to take home. This cannot guarantee that the child will actually get the food, especially the girl child whose nutritional needs are often overlooked in a patriarchal society. A former minister for women and child development argued long and hard for packaged food on the grounds that it was more hygienic and less prone to any form of contamination. Now, that may well be so, but a hot meal is what a growing child needs, and that too something to suit his or her taste. The success of Tamil Nadu has not been in just implementing the midday meal scheme across the state but in providing food that the child is familiar with.

In the case of the Hyderabad NGO I visited, some children had actually started bringing their smaller siblings to the school premises, where they would play in the grounds until the meal was served and get a small portion of the leftover food. This served two purposes: it provided some nutrition to the child who was not yet in school and created a favourable environment for enrolment at home, and it freed up the school-going child from having to stay home to help care for the smaller child.

This is one scheme which successive governments ought to be proud of. The endeavour now should be to work to make it even more attractive by incorporating food that children relate to, and ensuring that when it comes to the health and educational progress of children, politics does not become the spoiler.

lalita.panicker@hindustantimes.com",Midday meal scheme has worked: Keep politics out,4922,1.605038602
3272,1,"Kerala governor Arif Mohammed Khan during his speech in the assembly

Download The Times of India News App for Latest Politics News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

THIRUVANANTHAPURAM: A day after writing to Kerala CM Pinarayi Vijayan that he would not read the paragraph mentioning the passage of the contentious Citizenship (Amendment) Act in his budget session address to the state assembly, governor Arif Mohammed Khan acceded to the CM’s request on Wednesday.Amid a high-voltage protest and boycott by the opposition Congress-led UDF, Khan presented his policy address and read out the references to the anti-CAA resolution, despite his “deep reservations”.Pinarayi had written to him on Wednesday morning requesting him to maintain constitutional propriety.“I have been corresponding with the CM on the matter for the last few days. I disagree with the government view but I will read to honour his request,” the governor said in his speech, in a surprising turn of events which continued to mark the ‘dramatic’ day.The controversial paragraph said: “Our citizenship can never be on the basis of religion as this goes against the grain of secularism, which is part of the basic structure of our Constitution. This august body unanimously passed a resolution requesting the Centre to abrogate CAA , 2019, which my government believes goes against cardinal principles underlying our Constitution. Pursuant to this, my government has filed an original suit before the honourable Supreme Court invoking provisions of Article 131.”Governor Khan, accompanied by the CM, speaker P Sreeramakrishnan and parliamentary minister A K Balan, had to wait for few minutes inside the well of the House as opposition members blocked the passage. As soon as the governor entered the House, the opposition MLAs shouted “Governor go back!” and blocked the passage and prevented him from entering the dais of the speaker. Even though the speaker requested the MLAs to go back to their seats and allow Khan to deliver his address, the opposition members were unrelenting.Khan then called the watch and wards of the House and asked them to remove the protesting MLAs.Opposition member Ramesh Chennithala told reporters that the state government and the governor had come to a “truce”. “The CM’s double stand has been exposed now. The CM begged the governor to read the policy address. This is a ploy to escape from the Lavlin case which may come up soon,” he alleged.The Supreme Court has been hearing a batch of petitions challenging the Kerala high court’s 2018 order discharging Vijayan and others in an alleged graft case involving an award of contract to a Canadian firm SNC-Lavalin for the renovation and modernisation of three hydroelectric projects in 1997.In his letter to the governor on Wednesday, the CM, said sources, quoted Article 176 which describes the duty of the governor to the assembly. “I request you to read out the speech approved by the council of ministers in its entirety without addition or deletion.”",Kerala governor reads government's speech under protest,3058,1.536952256
3273,1,"In 2015, actress-model Mugdha Godse confirmed that she was in a relationship with Rahul Dev . “Mugdha and I are in a relationship. Both our families and even Rina’s (Rahul’s late wife) family, whom I’m still extremely close to, know about it. She lives with my parents when we’re in Delhi. Even my son knows that we’re dating,” the 44-year-old actor had told.More recently, Rahul was on the show, when he took stock of the relationship. The actor, who was last seen on the Hindi big screen in ' Mubarakan ' (2017), said that after losing his wife to cancer in 2009, he took some time off to focus on their son, Sidhant. Soon after, he met Mugdha at a friend’s wedding, and everything changed. “It wasn’t love at first sight, but we became friends. We hung out through all the ceremonies and bonded well. Then, we started meeting frequently and fell madly in love,” he says.Addressing the 14-year age-gap between them, Rahul admits having reservations about it initially. “But I realised my parents were 10 years apart. So, it isn’t that big a gap for me. Also, I believe if you’re happy, age difference and everything else shouldn’t be an issue,” he reasons, harking back to one of the most difficult phases of his life. Rahul married Rina, his childhood sweetheart, when he was 24. Their son, Sidhant, was 11 when she succumbed to cancer. He took a break from work to take care of him. “The break was totally worth it. Sidhant has grown up to be a wonderful young man. We love spending time together, but I also respect his need for space,” he laughs.","Rahul Dev on relationship with Mugdha Godse: If you're happy, age- gap shouldn't be an issue",1552,3.801546392
3274,1,"This story is from November 27, 2019

(PTI photo)

Ajit quit

take on the Chanakyas

Download The Times of India News App for Latest Politics News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

PUNE: ""Vastad sagle dav shikavto pan ek dav kayam rakhun thevto (a wrestling coach teaches his disciples all the tricks of the game but keeps that one trick to himself)."" This was the top post on 'Fakta Sharad Pawar Saheb', the Facebook page of Pawar's followers, on Tuesday. It came soon after Pawar's nephewthe Devendra Fadnavis government.What the senior Pawar achieved by overseeing the downfall of the three-day-old government in the state is not limited to establishing that he is the undisputed boss of the Nationalist Congress Party (NCP) and that he has the ability toof the saffron parties. His winning, chess-like moves during the fluid political situation in the state gave him the opportunity to reclaim his credibility.He has been a rebel himself; it was a rebellion by him that dented his credibility early on in his political career when he became chief minister of the state at the age of 38. Now, it is the quelling of the rebellion by his nephew which may help him regain the ""trust factor"" that has been missing from his brand of politics. For many years now, Pawar has been dubbed the ""unpredictable politician"". ""When he says yes, he means no,"" his critics say.When Ajit took oath as deputy chief minister on Saturday morning, the suspicion that he may have done so on the directives of his uncle lingered throughout the day. This despite the senior Pawar tweeting that assuming office was Ajit's personal decision.Such has been the apprehension about the NCP chief that a senior Congress leader said that he had conveyed to the party high command his niggling doubt that Pawar would double-cross them. The Congress had, therefore, taken time to come on board with the NCP and Shiv Sena.The Congress politician cannot be blamed for harbouring doubts about Pawar. In his five-decade-long political career, Pawar has switched parties in the quest for power and, when needed, even amended his stand on issues.Pawar broke away from the Congress in 1999 while questioning Sonia Gandhi's foreign origin. But he joined hands with the same party later in a post-poll alliance and even gave public speeches justifying how, according to Indian tradition, a daughter-in-law becomes part of the family, irrespective of her origins. In the run-up to the 2014 assembly polls, he vehemently campaigned against the BJP, terming it a ""communal party"". But after the election results, he offered the BJP unconditional outside support, scuttling the Sena's chances of driving a hard bargain for ministerial berths in the government. This time around, he has cast the NCP's lot with the Sena, arguing that the need of the hour is to keep a ""non-secular"" party like the BJP away from power.Pawar has sometimes offered justifications for his moves and even his critics have occasionally endorsed his change in stance and strategy, but nothing has helped erase the ""unpredictability"" stamp on him. Late veteran journalist Govind Talwalkar, who witnessed the 1978 political coup by Pawar, had written in 'Maharashtra Times' a decade ago that Pawar did not backstab Vasantdada Patil as was made out by the media, including himself.He said the rebellion was enacted by Pawar after a green signal from Y B Chavan and that he (Talwalkar) was witness to the entire backroom drama. But coming 25 years later, Talwalkar's ""revelation"" did not help improve the perception about the political coup.This time around, Pawar has remained true to his word given to the Sena and the Congress. He was at the forefront of countering 'Operation Lotus' and was able to make his nephew fall in line. This may help him regain that elusive trust but it comes when the Maratha strongman is set to celebrate his 80th birthday next month (December 12) and after over 50 years in politics. And yet, there are several who still say they can't predict what he has up his sleeve next.","Maharashtra: Master of twists and turns, Sharad Pawar shows who's the boss",4080,2.745098039
3275,1,"cricket

Updated: Mar 08, 2020 16:00 IST

The Indian women’s cricket team are in battle against defending champions Australia in the final of the T20 World Cup. The Indian eves have been dominant in the competition after winning all their matches (even beating Australia in the group stage) while reaching the final after the semi-final against England was washed out. Hopes are high for the Indian team to bring their first world title back home. However,things didn’t go as planned for Harmanpreet Kaur and Co after a stupendous start by the defending champions.

Alyssa Healy scored 75 runs off 39 balls while Beth Mooney hit a fifty as Australia made a great start to the T20 World Cup final. They eventually managed to score 184/4 in the final to give India a tough target to chase. Australia’s rampant start reminded the Twitter users of the 2003 Men’s World Cup final where India were thrashed by the Aussies.

READ | India Legends vs West Indies Legends: Zaheer Khan turns back clock with stunning catch at Road Safety World Series - Watch

Social media was buzzing as posts started pouring in with comparisons between the 2003 and 2020 World Cup finals. Here are some of the reactions:-

#INDvAUS #T20WorldCup



Me trying to cut World Cup 2003 memories from my life pic.twitter.com/jbSkg7VGN6 — ☝️ (@jiteshrochlani) March 8, 2020

Indians men team seeing women team choke in icc final #INDvAUS #ICCT20WorldCup pic.twitter.com/41sP5Mil9S — Rahul (@Ittzz_Rahul) March 8, 2020

#INDvAUS #T20WorldCup



1) World Cup Final against Australia

2) Australia Batting first

3) openers ripping apart indian Bowlers



2003 world cup revisited 😭 pic.twitter.com/YCOHZJURwG — ☝️ (@jiteshrochlani) March 8, 2020

#INDvAUS #T20WorldCup



1) World Cup Final against Australia

2) Australia Batting first

3) openers ripping apart indian Bowlers



2003 world cup revisited 😭 pic.twitter.com/YCOHZJURwG — ☝️ (@jiteshrochlani) March 8, 2020

Eventually the fears came true for the fans as India eventually were bowled out for just 99 while Australia won their fifth T20 World Cup title by 85 runs.

16-year-old Shafali Verma on Sunday broke a world record even before the first ball of India vs Australia Women’s T20 World Cup final at the Melbourne Cricket Ground on Sunday. At 16 years and 40 days, Shafali Verma became the youngest cricketer to feature in any World Cup final (including men’s cricket).

READ | ICC Women’s T20 World Cup: Harmanpreet’s alma mater wishes her ahead of T20 WC final

The record was previously held by West Indian women’s cricket Shaquana Quintyne when she played the ODI World Cup final in 2013. She was 17 years and 45 days old.

In men’s cricket, the record belongs to Pakistan pacer Mohammad Amir. He was 17 years and 69 days old when Pakistan played the T20 World Cup final against Australia in 2009.","‘Trying to cut World Cup 2003 memories,’ India’s performance in Women’s T20 WC final brings back tragic memories",2832,2.789548023
3276,0,"Aamir Khan’s new TV show “Satyameva Jayate“, which seeks to expose the stark reality and dark underbelly of the other not-so-shining India, may have struck a chord with the public at large but has however left one man seething with rage – we’re talking about none other than the Congress party’s heir-apparent and Nehru-Gandhi scion, Rahul Gandhi.

Gandhi, who watched the first episode of the show on Star Plus yesterday, reportedly flung his TV’s remote in frustration. His fury further increased after he realized that he could not switch off his set. It was left to party president Sonia Gandhi to come and press the power button on the TV to switch it off and pacify the 42-year old youth icon. According to sources in 10, Janpath, Gandhi was heard saying – “Dude! Please tell me what Aamir is doing that I have not? He is spending time with affected people and trying to understand their problems and that too from the cushy environs of an air-conditioned studio! I burst my back roaming through villages and slums and, of late, drought-hit areas! Don’t I deserve to be given credit and appreciation for the idea?!”

“This is …what is the word for it? Wait, let me ask Pritam. He hears the word all the time, and he will be able to recollect it in a jiffy,” said Gandhi, who, after a brief telephonic chat with the music director, exclaimed, “Aah yes! Plagiarism! This is blatant plagiarism! The only thing Aamir isn’t doing is sharing daal-chawal with the victims! He has at least not copied that part!”. Gandhi, in a fit of rage, then grabbed a photo of Aamir Khan and tore it to shreds.

Gandhi’s frustration has precipitated uneasiness within party circles as well, with the top brass holding an emergency meeting to discuss punitive action against the show. If rumors are to be believed, Information & Broadcasting minister Ambika Soni will soon be issuing a notice to Star TV to stop the show’s broadcast with immediate effect, unless either of the following conditions are met – a) Rahul Gandhi is paid royalty and given credit for his idea; b) the show is renamed “Shri Rajiv / Indira Gandhi ‘Satyameva Jayatey’ Karyakram”. Union HRD Minister Kapil Sibal also is said to be in talks with social networking websites to censor content including users’ comments about the controversial show.

In a related incident down south, DMK patriarch M.Karunanidhi was aghast on seeing the name “Satyameva JAYAtey” and accused Chief Minister Jayalalitha of wasting her time on TV shows instead of focusing on governance, before he was informed that the show had nothing to do with the AIADMK supremo.

(Reported by special correspondent, Ashwin S Kumar)",Rahul Gandhi watches “Satyameva Jayatey”; to sue Aamir Khan for plagiarism,2654,2.373775433
3277,0,"Putting an end to all the speculation over the “bigger role” he is expected to play, Congress party’s heir apparent Rahul Gandhi took NCP chief Sharad Pawar along with him to catch a premiere of The Dark Knight Rises, in an attempt to pacify the NCP chief and restore friendly ties between the parties.

However, things did not work out well for Gandhi, as there were only 2 seats available at the time of booking – one in the first row and the other in the second. When Gandhi asked Pawar if he could take the 1st row seat and Pawar the second, the latter stormed out of the ticket counter in a huff. However, he soon ran back towards Gandhi and hid behind him, when he saw serial slapper Harvinder Singh approaching him. A crafty Gandhi, however rushed to the restroom and returned in a jiffy, with a cricket bat and his boxers worn over his pyjamas. “Don’t mess with the Batman!” warned Gandhi to Harvinder, pointing his bat at him, following which Harvinder beat a hasty retreat.

In the midst of all the drama, SP leader Mulayam Singh Yadav rushed to the ticket counter to buy one of the remaining tickets, but unfortunately ended up buying one for The Amazing Spiderman 3D. Meanwhile, a grateful Pawar thanked Gandhi for saving him and said, “Like Mamata Didi, I too, accept the #2 position in the cabinet, with a heavy heart!” Newspaper editors were overjoyed by the news, with many of them fighting it out to claim the rights of the news report title “The Rahul Gandhi Rises.”

A smiling Prime Minister Manmohan Singh later read out his speech to the media, saying, “It brings me utmost happiness to note that our own Dark Knight rose to the occasion and saved our very valued Pawarji. Rahulji and Pawarji are two great asses… I’m sorry… assets in our government. Yeh asses kisne likha hai bhai? Maushi Chi G***d,” attracting wolf whistles and cat calls from Jackie Shroff fans in the media.","Rahul Gandhi assumes bigger role, takes Sharad Pawar to The Dark Knight Rises to pacify him",1899,2.106371775
3278,0,NAN,NAN,3,0
